approach,data,sample,fair type,fair bound,nrow,calibration_mode,depth,lambda,time limit,status,obj val,train acc,gap,node count,solving time,test acc,cal acc,sp train data,sp train pred,sp test data,sp test pred,sp cal data,sp cal pred
FlowOCT,compas_train_calibration_1.csv,1,SP,0.45,3086,1,3,0,10800,9,2062,0.668178872,49.61202716,111,10802.56433,0.673151751,0.682642487,0.098347426,0.158805116,0.095327996,0.16911364,0.097800391,0.170854487
FlowOCT,compas_train_calibration_1.csv,1,SP,0.46,3086,1,3,0,10800,9,2097,0.679520415,47.11492608,2825,10800.34523,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.47,3086,1,3,0,10800,9,2097,0.679520415,46.87649022,3696,10800.48825,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.48,3086,1,3,0,10800,9,2097,0.679520415,47.06723891,2291,10800.75565,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.49,3086,1,3,0,10800,9,2097,0.679520415,47.06723891,1952,10801.48453,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.4,3086,1,3,0,10800,9,2084,0.675307842,48.03262956,477,10801.1013,0.676394293,0.683937824,0.098347426,0.155982018,0.095327996,0.170467762,0.097800391,0.167335561
FlowOCT,compas_train_calibration_1.csv,1,SP,0.51,3086,1,3,0,10800,9,2097,0.679520415,47.01955174,2696,10800.3096,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.52,3086,1,3,0,10800,9,2097,0.679520415,47.06723891,2946,10802.21157,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.53,3086,1,3,0,10800,9,2097,0.679520415,47.06723891,2424,10801.39713,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.54,3086,1,3,0,10800,9,2097,0.679520415,47.06723891,2330,10801.11171,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.55,3086,1,3,0,10800,9,2097,0.679520415,47.11492608,1130,10801.47872,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,SP,0.5,3086,1,3,0,10800,9,2097,0.679520415,46.97186457,3979,10800.86998,0.679636835,0.687176166,0.098347426,0.178578492,0.095327996,0.172114061,0.097800391,0.183808836
FlowOCT,compas_train_calibration_1.csv,1,None,1,3086,1,4,0,10800,9,2124,0.688269605,44.86817326,2375,10800.36664,0.67769131,0.683290155,0.098347426,0.169698217,0.095327996,0.16451187,0.097800391,0.186708312
FlowOCT,compas_train_calibration_1.csv,1,SP,0.01,3086,1,4,0,10800,9,1710,0.55411536,75.02923977,22,10800.70837,0.549935149,0.551813472,0.098347426,0.003762884,0.095327996,0.008855176,0.097800391,0.004692523
FlowOCT,compas_train_calibration_1.csv,1,SP,0.02,3086,1,4,0,10800,9,1704,0.552171095,76.23239437,1,10800.51176,0.547341115,0.54857513,0.098347426,0.007234014,0.095327996,0.007933699,0.097800391,0.005675807
FlowOCT,compas_train_calibration_1.csv,1,SP,0.03,3086,1,4,0,10800,9,1682,0.545042126,79.19143876,10,10800.82492,0.544747082,0.544689119,0.098347426,0,0.095327996,0,0.097800391,0
FlowOCT,compas_train_calibration_1.csv,1,SP,0.04,3086,1,4,0,10800,9,1682,0.545042126,79.78596908,27,10800.9979,0.544747082,0.544689119,0.098347426,0,0.095327996,0,0.097800391,0
FlowOCT,compas_train_calibration_1.csv,1,SP,0.05,3086,1,4,0,10800,9,1702,0.551523007,78.31962397,11,10800.58816,0.550583658,0.549222798,0.098347426,0.010998768,0.095327996,0.005287259,0.097800391,0.004140242
